radius,betti0_Snapshot,betti0_Ripser
0.0000,60,60
0.0100,60,60
0.0200,60,60
0.0300,60,60
0.0400,60,60
0.0500,60,60
0.0600,60,60
0.0700,60,60
0.0800,60,60
0.0900,60,60
0.1000,60,60
0.1100,60,60
0.1200,60,60
0.1300,60,60
0.1400,60,60
0.1500,60,60
0.1600,60,60
0.1700,60,60
0.1800,60,60
0.1900,60,60
0.2000,60,60
0.2100,60,60
0.2200,60,60
0.2300,60,60
0.2400,60,60
0.2500,60,60
0.2600,60,60
0.2700,60,60
0.2800,60,60
0.2900,60,60
0.3000,60,60
0.3100,60,60
0.3200,60,60
0.3300,60,60
0.3400,60,60
0.3500,60,60
0.3600,60,60
0.3700,60,60
0.3800,60,60
0.3900,60,60
0.4000,60,60
0.4100,60,60
0.4200,60,60
0.4300,60,60
0.4400,60,60
0.4500,60,60
0.4600,60,60
0.4700,60,60
0.4800,60,60
0.4900,60,60
0.5000,60,60
0.5100,60,60
0.5200,60,60
0.5300,60,60
0.5400,60,60
0.5500,60,60
0.5600,60,60
0.5700,60,60
0.5800,60,60
0.5900,60,60
0.6000,60,60
0.6100,60,60
0.6200,60,60
0.6300,60,60
0.6400,60,60
0.6500,60,60
0.6600,60,60
0.6700,60,60
0.6800,60,60
0.6900,60,60
0.7000,60,60
0.7100,60,60
0.7200,60,60
0.7300,60,60
0.7400,60,60
0.7500,60,60
0.7600,60,60
0.7700,60,60
0.7800,60,60
0.7900,60,60
0.8000,60,60
0.8100,60,60
0.8200,60,60
0.8300,60,60
0.8400,60,60
0.8500,60,60
0.8600,60,60
0.8700,60,60
0.8800,60,60
0.8900,60,60
0.9000,60,60
0.9100,60,60
0.9200,60,60
0.9300,60,60
0.9400,60,60
0.9500,60,60
0.9600,60,60
0.9700,60,60
0.9800,60,60
0.9900,60,60
1.0000,60,60
1.0100,60,60
1.0200,60,60
1.0300,60,60
1.0400,60,60
1.0500,60,60
1.0600,60,60
1.0700,60,60
1.0800,60,60
1.0900,60,60
1.1000,60,60
1.1100,60,60
1.1200,60,60
1.1300,60,60
1.1400,60,60
1.1500,60,60
1.1600,60,60
1.1700,60,60
1.1800,60,60
1.1900,60,60
1.2000,60,60
1.2100,60,60
1.2200,60,60
1.2300,60,60
1.2400,60,60
1.2500,60,60
1.2600,60,60
1.2700,60,60
1.2800,60,60
1.2900,60,60
1.3000,60,60
1.3100,60,60
1.3200,60,60
1.3300,60,60
1.3400,60,60
1.3500,60,60
1.3600,60,60
1.3700,31,31
1.3800,29,29
1.3900,29,29
1.4000,29,29
1.4100,29,29
1.4200,29,29
1.4300,29,29
1.4400,29,29
1.4500,1,1
1.4600,1,1
1.4700,1,1
1.4800,1,1
1.4900,1,1
1.5000,1,1
1.5100,1,1
1.5200,1,1
1.5300,1,1
1.5400,1,1
1.5500,1,1
1.5600,1,1
1.5700,1,1
1.5800,1,1
1.5900,1,1
1.6000,1,1
1.6100,1,1
1.6200,1,1
1.6300,1,1
1.6400,1,1
1.6500,1,1
1.6600,1,1
1.6700,1,1
1.6800,1,1
1.6900,1,1
1.7000,1,1
1.7100,1,1
1.7200,1,1
1.7300,1,1
1.7400,1,1
1.7500,1,1
1.7600,1,1
1.7700,1,1
1.7800,1,1
1.7900,1,1
1.8000,1,1
1.8100,1,1
1.8200,1,1
1.8300,1,1
1.8400,1,1
1.8500,1,1
1.8600,1,1
1.8700,1,1
1.8800,1,1
1.8900,1,1
1.9000,1,1
1.9100,1,1
1.9200,1,1
1.9300,1,1
1.9400,1,1
1.9500,1,1
1.9600,1,1
1.9700,1,1
1.9800,1,1
1.9900,1,1
2.0000,1,1
2.0100,1,1
2.0200,1,1
2.0300,1,1
2.0400,1,1
2.0500,1,1
2.0600,1,1
2.0700,1,1
2.0800,1,1
2.0900,1,1
2.1000,1,1
2.1100,1,1
2.1200,1,1
2.1300,1,1
2.1400,1,1
2.1500,1,1
2.1600,1,1
2.1700,1,1
2.1800,1,1
2.1900,1,1
2.2000,1,1
2.2100,1,1
2.2200,1,1
2.2300,1,1
2.2400,1,1
2.2500,1,1
2.2600,1,1
2.2700,1,1
2.2800,1,1
2.2900,1,1
2.3000,1,1
2.3100,1,1
2.3200,1,1
2.3300,1,1
2.3400,1,1
2.3500,1,1
2.3600,1,1
2.3700,1,1
2.3800,1,1
2.3900,1,1
2.4000,1,1
2.4100,1,1
2.4200,1,1
2.4300,1,1
2.4400,1,1
2.4500,1,1
2.4600,1,1
2.4700,1,1
2.4800,1,1
2.4900,1,1
2.5000,1,1
2.5100,1,1
2.5200,1,1
2.5300,1,1
2.5400,1,1
2.5500,1,1
2.5600,1,1
2.5700,1,1
2.5800,1,1
2.5900,1,1
2.6000,1,1
2.6100,1,1
2.6200,1,1
2.6300,1,1
2.6400,1,1
2.6500,1,1
2.6600,1,1
2.6700,1,1
2.6800,1,1
2.6900,1,1
2.7000,1,1
2.7100,1,1
2.7200,1,1
2.7300,1,1
2.7400,1,1
2.7500,1,1
2.7600,1,1
2.7700,1,1
2.7800,1,1
2.7900,1,1
2.8000,1,1
2.8100,1,1
2.8200,1,1
2.8300,1,1
2.8400,1,1
2.8500,1,1
2.8600,1,1
2.8700,1,1
2.8800,1,1
2.8900,1,1
2.9000,1,1
2.9100,1,1
2.9200,1,1
2.9300,1,1
2.9400,1,1
2.9500,1,1
2.9600,1,1
2.9700,1,1
2.9800,1,1
2.9900,1,1
3.0000,1,1
3.0100,1,1
3.0200,1,1
3.0300,1,1
3.0400,1,1
3.0500,1,1
3.0600,1,1
3.0700,1,1
3.0800,1,1
3.0900,1,1
3.1000,1,1
3.1100,1,1
3.1200,1,1
3.1300,1,1
3.1400,1,1
3.1500,1,1
3.1600,1,1
3.1700,1,1
3.1800,1,1
3.1900,1,1
3.2000,1,1
3.2100,1,1
3.2200,1,1
3.2300,1,1
3.2400,1,1
3.2500,1,1
3.2600,1,1
3.2700,1,1
3.2800,1,1
3.2900,1,1
3.3000,1,1
3.3100,1,1
3.3200,1,1
3.3300,1,1
3.3400,1,1
3.3500,1,1
3.3600,1,1
3.3700,1,1
3.3800,1,1
3.3900,1,1
3.4000,1,1
3.4100,1,1
3.4200,1,1
3.4300,1,1
3.4400,1,1
3.4500,1,1
3.4600,1,1
3.4700,1,1
3.4800,1,1
3.4900,1,1
3.5000,1,1
3.5100,1,1
3.5200,1,1
3.5300,1,1
3.5400,1,1
3.5500,1,1
3.5600,1,1
3.5700,1,1
3.5800,1,1
3.5900,1,1
3.6000,1,1
3.6100,1,1
3.6200,1,1
3.6300,1,1
3.6400,1,1
3.6500,1,1
3.6600,1,1
3.6700,1,1
3.6800,1,1
3.6900,1,1
3.7000,1,1
3.7100,1,1
3.7200,1,1
3.7300,1,1
3.7400,1,1
3.7500,1,1
3.7600,1,1
3.7700,1,1
3.7800,1,1
3.7900,1,1
3.8000,1,1
3.8100,1,1
3.8200,1,1
3.8300,1,1
3.8400,1,1
3.8500,1,1
3.8600,1,1
3.8700,1,1
3.8800,1,1
3.8900,1,1
3.9000,1,1
3.9100,1,1
3.9200,1,1
3.9300,1,1
3.9400,1,1
3.9500,1,1
3.9600,1,1
3.9700,1,1
3.9800,1,1
3.9900,1,1
4.0000,1,1
